Age,Income,LoanAmount,Credit_History,Loan_Status
26,25000,7000,0,2
23,25000,7200,0,2
22,34819,16800,1,4
22,50000,16800,1,3
22,25000,1800,0,2
24,55000,16800,1,4
22,60000,16800,0,4
24,60000,16800,0,2
23,60000,16800,0,2
26,54000,16800,1,3
22,25000,3000,1,3
22,66000,16800,0,3
22,58650,16800,1,2
24,74000,16800,1,3
26,97000,16800,0,3
26,97000,16800,0,4
23,103000,16800,0,4
24,125000,16800,0,4
25,25000,2000,0,3
23,36000,16750,1,4
22,44500,16750,1,4
26,45000,16750,1,3
23,46272,16750,1,3
24,25000,4000,0,2
26,42000,16750,1,3
22,50496,16750,1,4
23,54000,16750,1,4
24,54000,16750,1,2
23,54996,16700,0,3
25,59160,16600,1,4
26,70000,16525,0,2
25,98400,16525,0,3
22,40428,16500,1,2
26,47000,16500,1,4
23,47000,16500,1,3
22,48000,16500,1,4
25,25000,1500,0,4
25,56000,16500,1,3
25,57504,16500,1,3
24,25000,9000,0,4
26,25000,11500,0,3
25,25000,3000,0,2
26,83300,16500,1,4
24,45000,16425,1,2
24,61000,16400,0,4
22,27600,16300,1,4
26,47000,16250,1,4
21,25000,1000,0,3
22,54000,16075,0,3
25,39000,16050,1,3
23,30000,16000,1,2
22,33000,16000,1,2
26,35000,16000,1,4
26,25000,6250,1,4
24,35000,16000,1,3
24,35500,16000,1,4
23,25000,4750,0,2
21,25000,2800,0,3
22,36900,16000,1,2
25,38000,16000,1,3
25,39000,16000,1,3
24,39996,16000,1,2
22,25000,6000,0,2
25,25000,4800,0,3
25,40000,16000,1,4
23,40000,16000,1,2
22,40000,16000,1,3
21,40000,16000,1,4
22,34000,16000,1,3
21,41900,16000,1,2
24,42494,16000,1,3
23,25000,5000,0,2
22,25000,11100,0,3
24,42856,16000,1,3
25,43000,16000,1,2
25,25000,1525,0,2
24,25000,7000,0,2
23,44000,16000,1,4
24,44000,16000,1,2
26,25000,12000,1,2
24,25000,6500,0,4
22,38400,16000,1,3
24,25000,10000,0,2
24,39000,16000,1,3
22,45000,16000,1,4
21,25000,8800,0,3
24,39000,16000,1,2
24,25040,5000,0,4
22,25062,4000,0,2
23,25100,10800,0,3
26,25104,5400,0,2
23,39000,16000,1,3
25,39000,16000,1,2
22,25200,7000,0,4
23,48000,16000,1,4
22,42000,16000,1,3
25,50000,16000,1,4
24,25200,3200,0,2
23,25200,1200,0,3
24,50000,16000,1,2
25,25200,1200,0,3
24,50000,16000,1,2
22,44000,16000,1,3
24,51000,16000,1,3
23,45000,16000,1,4
21,52000,16000,1,4
22,53000,16000,0,4
24,54000,16000,0,4
22,25200,4000,1,2
25,49000,16000,1,4
22,55000,16000,0,3
21,55000,16000,0,2
21,25200,6500,1,2
22,25200,7000,0,3
25,58000,16000,0,2
25,52000,16000,1,3
23,25200,1000,0,4
22,25200,1000,1,3
22,52500,16000,1,3
26,60000,16000,0,2
24,54000,16000,1,4
26,54000,16000,1,2
24,25344,4000,1,3
22,61000,16000,0,2
23,62000,16000,0,2
23,25480,5000,0,3
23,25500,7850,0,4
22,25500,7000,0,2
22,57175,16000,1,4
26,25500,5600,0,4
22,57336,16000,1,3
25,25568,12000,1,2
23,64000,16000,0,3
24,58575,16000,1,2
22,64800,16000,0,4
21,65000,16000,0,3
24,25632,1500,0,3
22,65000,16000,0,4
22,25788,3500,0,2
22,65000,16000,0,3
24,59000,16000,1,2
23,65000,16000,0,4
22,25920,11325,0,3
22,65000,16000,0,3
22,59000,16000,1,3
25,66000,16000,0,4
22,25992,3000,0,3
23,60996,16000,1,3
23,62500,16000,1,2
23,63000,16000,1,3
25,26000,3825,0,2
20,64000,16000,1,4
24,72000,16000,0,2
26,74000,16000,0,3
24,74337,16000,0,3
26,74999,16000,0,4
26,26000,7000,0,4
26,26000,12000,0,3
26,75000,16000,0,2
23,26000,7800,0,4
26,75000,16000,0,2
23,26000,5000,0,2
24,69000,16000,1,4
21,20000,1000,0,2
25,26000,10000,0,3
23,26000,2000,0,2
22,26000,4000,0,2
21,26000,6000,0,2
25,23712,1000,0,2
24,24000,1000,1,3
23,26000,10000,1,3
21,24000,1000,1,2
22,24000,1000,0,4
21,24960,1000,0,4
26,25000,1000,0,3
22,25000,1000,1,2
26,26000,8500,1,3
21,26000,14500,1,2
24,26000,7000,0,2
22,28000,1000,1,3
25,28000,1000,0,3
22,26000,2000,0,2
22,28000,1000,1,4
24,28000,1000,0,4
23,28600,1000,0,3
22,29000,1000,0,4
22,26000,17000,1,4
26,29000,1000,0,4
24,30000,1000,0,2
21,30000,1000,0,4
23,30000,1000,0,3
23,26000,7000,0,4
21,30000,1000,0,3
22,26000,500,0,4
26,30000,1000,0,3
25,26004,10000,0,2
22,26004,5000,0,4
25,30035,1000,0,2
26,26004,6000,0,2
22,26004,5000,0,2
25,33000,1000,0,4
21,33388,1000,0,2
22,26004,12000,1,4
21,26004,7500,0,2
26,26004,10000,0,3
23,33600,1000,0,2
25,33600,1000,0,2
23,34000,1000,0,4
23,34800,1000,0,4
25,34800,1000,0,3
22,35000,1000,0,3
25,35000,1000,0,3
26,29000,1000,1,3
24,35100,1000,0,4
22,35100,1000,0,2
24,26400,6000,0,4
23,36000,1000,0,2
22,36000,1000,0,3
22,36000,1000,0,4
25,26400,7500,0,3
22,36000,1000,0,4
23,31000,1000,1,3
25,32000,1000,1,4
26,38000,1000,0,3
24,32000,1000,1,3
23,38400,1000,0,3
22,26400,1550,1,2
21,38400,1000,0,3
25,33600,1000,1,2
24,39996,1000,0,3
22,40000,1000,0,4
23,40000,1000,0,2
24,40000,1000,0,3
22,26400,1000,1,2
25,26400,5975,0,4
23,40000,1000,0,4
24,40000,1000,0,4
21,34500,1000,1,2
22,40800,1000,0,2
22,42000,1000,0,3
24,42000,1000,0,2
23,43000,1000,0,3
25,26400,4000,0,3
21,45000,1000,0,3
24,45000,1000,0,3
23,45000,1000,0,2
25,40800,1000,1,2
22,48000,1000,0,2
21,42000,1000,1,4
25,49000,1000,0,3
21,50000,1000,0,3
26,26400,8500,0,3
22,26400,4400,0,4
26,50400,1000,0,3
23,51000,1000,0,2
26,54000,1000,0,3
22,56000,1000,0,2
22,58000,1000,0,3
26,64000,1000,0,3
21,26400,4000,0,4
23,69000,1000,0,3
24,70399,1000,0,2
22,72000,1000,0,3
25,26453,7200,1,4
23,75000,1000,0,3
24,87000,1000,0,4
21,26500,6000,1,4
26,96000,1000,0,3
23,38000,1075,0,3
23,26500,6000,0,3
23,14400,1100,0,4
25,35000,1100,0,2
23,77000,1150,0,2
24,9960,1200,0,4
24,26650,1000,0,2
23,11000,1200,0,3
21,26784,2000,1,3
24,13000,1200,0,2
22,14400,1200,0,2
22,26796,3000,0,3
24,14400,1200,0,4
21,14400,1200,0,3
23,15600,1200,1,4
22,26886,7500,0,4
21,16200,1200,0,3
25,16800,1200,0,2
24,18000,1200,0,4
21,27000,9600,0,2
23,20400,1200,1,4
23,27000,5000,0,4
23,27000,6400,0,2
23,20400,1200,0,2
22,21600,1200,0,2
22,27000,4800,0,2
23,27000,1000,1,3
23,26400,1200,1,4
22,27600,1200,0,2
22,28000,1200,0,3
22,27000,10800,0,3
21,30000,1200,0,3
26,27000,3000,0,3
22,27000,7750,0,3
26,30000,1200,0,4
22,31200,1200,0,4
23,31500,1200,0,2
24,32400,1200,0,2
23,27000,4000,0,2
22,27000,6000,0,4
23,33000,1200,0,2
21,34000,1200,1,4
26,34000,1200,0,3
22,34560,1200,1,4
22,29004,1200,1,4
26,27000,3025,0,2
23,36000,1200,0,4
24,36000,1200,0,2
23,36000,1200,0,3
21,40000,1200,0,4
22,34000,1200,1,4
25,40000,1200,0,4
25,43000,1200,0,2
25,43200,1200,0,4
24,27000,10000,0,2
24,27000,9475,0,3
22,44664,1200,0,3
23,39000,1200,1,2
25,48000,1200,0,4
22,27000,12000,1,3
22,27000,5000,0,4
25,55000,1200,0,4
23,58000,1200,0,4
23,58700,1200,0,4
24,27000,7500,0,2
25,60000,1200,0,3
23,60000,1200,0,3
22,100000,1200,0,2
24,9600,1300,1,2
26,41000,1300,0,4
24,45000,1300,0,4
26,50000,1300,0,3
22,54000,1300,1,2
25,27048,8000,1,2
24,64000,1300,1,3
25,89000,1300,0,4
25,24000,1325,1,2
24,26000,1325,1,4
24,44400,1325,1,4
26,27138,2750,0,2
25,51500,1325,0,3
21,23004,1350,0,2
25,42000,1350,0,2
22,69600,1350,0,3
24,10000,1400,0,4
22,27302,3725,0,2
23,14650,1400,1,3
23,27350,1925,0,3
24,27360,8000,0,3
24,27442,5175,0,4
25,27500,9000,0,4
24,30000,1400,1,4
25,30000,1400,0,2
23,27500,6300,0,3
22,33000,1400,0,4
26,40000,1400,0,3
26,40044,1400,0,4
21,27568,3500,1,4
26,35652,1400,1,4
26,45000,1400,0,4
24,27600,2000,0,2
26,27600,2500,0,3
24,27600,7000,0,4
23,42000,1400,1,4
25,27600,11500,1,4
22,27600,8400,0,3
24,27600,6000,1,2
24,125000,1400,0,4
21,10000,1450,0,4
24,21600,1450,0,3
23,30000,1450,1,4
24,47000,1450,0,4
23,27600,9800,0,4
26,55560,1450,0,3
22,101000,1475,0,3
24,27000,1500,1,4
22,27040,1500,0,2
25,27996,1500,0,3
23,28000,1500,0,4
24,27600,10000,0,2
22,28500,1500,0,4
22,27600,9600,0,3
23,27600,1200,0,3
24,28596,1500,0,4
23,28800,1500,0,3
23,30000,1500,0,3
21,30000,1500,0,3
25,27800,14125,0,4
24,30000,1500,0,4
25,30000,1500,1,3
26,30000,1500,1,3
21,30000,1500,0,2
23,31000,1500,0,3
26,27983,6000,0,3
25,31200,1500,0,2
25,31500,1500,0,4
25,32000,1500,0,4
23,27996,4800,0,2
25,32000,1500,0,3
24,32000,1500,0,4
24,32304,1500,1,3
25,33000,1500,0,4
22,27996,5000,0,2
23,27996,4200,0,4
23,27996,9250,0,2
22,27996,3250,1,2
22,27996,5500,0,2
26,33600,1500,0,4
23,33996,1500,0,4
25,34942,1500,0,4
21,35000,1500,0,2
25,35000,1500,0,4
23,35000,1500,0,3
21,27996,10000,0,4
24,35000,1500,0,3
23,29004,1500,1,2
24,36000,1500,0,2
24,36000,1500,0,3
22,28000,12300,0,2
21,36000,1500,0,4
24,30996,1500,1,2
22,38000,1500,0,2
25,28000,9600,0,3
23,28000,9500,1,2
23,28000,2500,0,2
23,38000,1500,0,3
23,28000,7000,0,4
24,39000,1500,0,3
25,33996,1500,1,4
23,40000,1500,0,2
21,28000,1000,0,4
22,28000,10000,0,3
24,34000,1500,1,2
21,40000,1500,0,4
23,40000,1500,0,2
22,34980,1500,1,4
26,28000,4500,1,2
23,28000,8400,0,2
21,41004,1500,0,3
21,42000,1500,0,3
22,36000,1500,1,4
23,42000,1500,0,2
25,42769,1500,0,3
23,28000,4000,0,4
23,44400,1500,0,2
22,28000,8500,0,2
24,39000,1500,1,3
23,28000,5225,1,2
23,45000,1500,0,4
26,45000,1500,0,3
25,48000,1500,0,3
26,42000,1500,1,3
22,42500,1500,1,4
24,48720,1500,0,2
24,50000,1500,0,2
24,50400,1500,0,4
25,50500,1500,0,3
24,51600,1500,0,2
26,51996,1500,0,4
25,28000,12200,0,4
22,28000,10750,0,2
21,52000,1500,0,3
24,54000,1500,0,2
25,28000,5000,0,2
26,28000,4000,0,3
23,54000,1500,0,3
25,28000,4000,0,2
26,54000,1500,0,4
24,28000,9000,1,3
26,55400,1500,0,4
25,57000,1500,0,3
21,51000,1500,1,4
22,57160,1500,0,3
24,57996,1500,0,4
22,58000,1500,0,2
22,60000,1500,0,2
25,63000,1500,0,4
25,63128,1500,0,4
22,71000,1500,0,3
24,69764,1500,1,4
25,28176,1000,0,4
23,28296,7000,0,4
26,96000,1500,0,2
23,155004,1500,0,3
23,10008,1600,1,2
24,28440,6000,0,3
21,12000,1600,1,2
24,14400,1600,1,3
24,15120,1600,0,3
21,15360,1600,0,2
22,21600,1600,0,4
24,28500,3500,0,3
23,22800,1600,0,2
22,20000,1675,0,3
21,28500,4800,0,3
22,28500,8500,0,4
23,24960,1675,0,3
23,28800,1675,1,2
23,46300,1675,0,3
24,60000,1675,0,4
21,28596,2000,0,4
23,17688,1700,0,3
23,18600,1700,0,3
23,28644,10000,0,2
23,45000,1700,0,2
21,28692,3000,0,2
21,9600,1750,1,2
21,28776,8000,0,4
26,28800,6000,0,3
26,9840,1750,1,4
22,28800,8875,0,3
22,10000,1750,1,3
23,10000,1750,1,3
26,28800,5150,0,2
25,10008,1750,1,3
23,17000,1750,0,3
26,22000,1750,0,3
23,22800,1750,1,2
26,96000,1750,0,2
23,22800,1775,0,4
21,40000,1775,0,3
23,45000,1775,0,2
24,28800,1400,1,3
24,14400,1800,0,3
23,28800,5000,0,3
24,28800,6075,0,2
24,28800,3500,0,4
21,18000,1800,0,3
23,28800,10625,0,2
26,18000,1800,0,3
22,18000,1800,1,3
24,28800,7500,0,2
22,28800,11500,0,3
22,28800,10000,0,2
24,21000,1800,0,2
21,28800,5000,0,3
22,28800,10000,0,4
26,22584,1800,0,2
23,28800,6000,0,2
24,24000,1800,0,2
23,25000,1800,1,3
25,28800,1000,0,3
22,28800,2000,0,2
25,28000,1800,0,3
22,45000,1800,0,4
25,45000,1800,0,4
23,28800,3000,0,4
23,28800,8400,0,3
26,45000,1800,0,2
24,28800,6000,0,2
22,45336,1800,0,3
23,48000,1800,0,4
21,48000,1800,0,2
23,50960,1800,0,2
21,28800,5500,0,2
22,57000,1800,0,3
22,58000,1800,0,2
22,71004,1800,0,4
22,73000,1800,0,3
26,75000,1800,0,2
24,75000,1800,0,4
24,28800,5500,0,3
21,14400,1825,1,2
22,28800,14500,0,2
25,19200,1825,0,2
25,28800,6250,0,2
24,35000,1850,0,2
21,13200,1875,0,3
24,14400,1875,0,2
26,19392,1900,0,3
22,26500,1900,1,3
24,32000,1900,0,2
23,30000,1925,0,2
25,42000,1925,0,4
23,16800,1950,0,2
22,28880,2000,0,3
24,31200,1950,0,4
24,28900,5500,0,2
24,28932,10000,0,2
24,10000,2000,1,2
23,28989,10000,0,2
23,12000,2000,1,4
25,12000,2000,1,4
21,14000,2000,0,4
23,29000,11500,0,4
24,14400,2000,0,4
26,14400,2000,1,4
21,29000,4200,0,3
26,14400,2000,0,2
21,14400,2000,0,2
26,14400,2000,0,4
26,29000,7200,0,4
26,14400,2000,1,4
25,15000,2000,0,4
21,15600,2000,0,2
24,15915,2000,1,4
25,15996,2000,0,4
24,17616,2000,0,2
25,18000,2000,1,4
23,18000,2000,0,3
21,18000,2000,0,3
26,18000,2000,1,2
22,19176,2000,0,2
24,29000,20000,0,3
24,19200,2000,0,4
23,19200,2000,0,4
26,19200,2000,0,4
22,19728,2000,0,2
21,20000,2000,0,3
26,20004,2000,1,3
23,29004,6000,0,2
22,29004,5000,0,4
22,29004,2500,0,3
22,21000,2000,0,3
23,29004,2000,0,3
21,21600,2000,1,2
22,21600,2000,1,2
23,22000,2000,0,2
22,22000,2000,0,3
23,22004,2000,0,3
21,23040,2000,0,2
22,23587,2000,1,4
24,24000,2000,0,3
24,24000,2000,1,2
25,24000,2000,0,2
21,24000,2000,1,3
23,29120,6400,0,4
23,24000,2000,0,3
22,29124,8875,1,3
25,24000,2000,0,4
23,24000,2000,0,2
22,24000,2000,0,4
22,29184,1800,0,4
24,29200,2500,0,2
24,29232,11000,1,4
21,24000,2000,0,4
25,29328,10000,0,3
24,24000,2000,1,2
24,24000,2000,1,2
22,24432,2000,0,4
22,24702,2000,0,4
24,25000,2000,0,4
25,25000,2000,0,4
24,25200,2000,1,4
21,25500,2000,0,2
22,29553,6000,0,4
25,26000,2000,0,4
21,29664,5000,1,4
23,29666,3000,0,3
23,26496,2000,0,4
23,27600,2000,1,3
22,28800,2000,0,2
26,30000,2000,1,2
25,30000,2000,0,2
21,30000,2000,0,4
23,29952,4750,1,4
24,30000,2000,0,3
24,30000,2000,1,3
22,29996,5400,0,4
23,82000,15000,1,2
22,70550,15000,1,2
25,95000,15000,0,2
23,95000,15000,0,4
23,95000,15000,0,2
25,30000,5000,0,3
25,30000,6500,0,3
22,30000,8000,0,2
23,83600,15000,1,2
25,96000,15000,0,2
26,84000,15000,1,3
25,96000,15000,0,4
25,97440,15000,0,4
23,99000,15000,0,4
26,100000,15000,0,4
21,30000,7125,1,4
24,100000,15000,0,2
26,100000,15000,0,2
24,88000,15000,1,4
25,30000,3600,0,4
26,100000,15000,0,2
24,100000,15000,0,2
24,100896,15000,0,2
24,102000,15000,0,4
23,30000,5000,0,2
24,105000,15000,0,3
23,105504,15000,0,3
21,30000,2400,0,3
25,108820,15000,0,3
24,109000,15000,0,3
23,110000,15000,0,2
24,98000,15000,1,2
22,111000,15000,0,3
24,118300,15000,0,4
25,120000,15000,0,2
24,120000,15000,0,3
23,121000,15000,0,2
24,122000,15000,0,3
25,125000,15000,0,3
23,30000,4600,0,3
25,30000,8000,0,4
23,125000,15000,0,4
26,118000,15000,1,4
24,123000,15000,1,4
22,140000,15000,0,3
22,30000,10000,1,2
23,30000,3800,1,2
21,30000,15000,0,4
26,156000,15000,0,4
24,148000,15000,1,3
24,200004,15000,0,4
26,210000,15000,0,4
26,30000,6500,0,3
25,165000,14950,0,3
22,33996,14900,1,2
24,55000,14900,0,3
22,58900,14900,0,3
21,30000,7600,0,4
25,31500,14850,1,4
25,28800,14800,1,3
23,30000,1000,1,3
23,30000,4375,0,2
23,30000,1400,0,4
25,30000,2000,0,2
26,30000,2000,0,3
25,30000,2000,0,4
24,30000,2000,0,4
24,30972,2000,1,2
24,31200,2000,0,2
24,30000,17000,1,3
24,32000,2000,1,3
23,32000,2000,0,3
26,32000,2000,0,3
22,32000,2000,1,2
24,32640,2000,1,2
23,30000,13000,0,2
23,33000,2000,0,4
21,33000,2000,1,3
22,33000,2000,0,3
24,40000,2000,0,4
24,40000,2000,0,4
21,40000,2000,0,3
22,50400,2000,0,4
25,50450,2000,0,3
24,53000,2000,0,2
24,53117,2000,0,2
23,55000,2000,0,3
25,30000,7000,0,3
24,56496,2000,0,3
25,57000,2000,0,2
26,57450,2000,0,2
25,58020,2000,0,4
23,60000,2000,0,3
22,60000,2000,0,2
22,54000,2000,1,4
21,30000,9000,0,4
26,61000,2000,0,3
24,62000,2000,0,3
22,62000,2000,0,2
26,62400,2000,0,2
25,30000,10625,0,4
24,57996,2000,1,4
22,65000,2000,0,4
26,65000,2000,0,2
26,67000,2000,0,4
23,70000,2000,0,2
23,30000,1200,0,2
22,30000,6000,0,3
26,70000,2000,0,2
22,30000,3000,0,2
24,70000,2000,0,3
22,70028,2000,0,3
24,75000,2000,0,2
22,75000,2000,0,3
23,30000,7000,0,3
23,75000,2000,0,3
24,76248,2000,0,3
21,30000,3000,0,4
26,30000,2000,1,2
22,30000,3000,0,3
22,30000,13250,0,3
23,80000,2000,0,4
25,80000,2000,0,3
23,80004,2000,0,3
25,89100,2000,0,3
23,90000,2000,0,3
21,99996,2000,0,3
23,100000,2000,0,2
25,101424,2000,0,4
26,108000,2000,0,4
23,30000,3800,0,3
22,30000,5125,0,3
25,130000,2000,0,4
22,25000,2050,0,2
23,30000,2400,0,4
23,10000,2100,1,3
23,12000,2100,1,2
22,14400,2100,1,3
24,15000,2100,0,4
22,21600,2100,0,4
22,30000,12000,0,2
25,23000,2100,0,4
22,24000,2100,0,2
22,30000,2000,0,2
23,33600,2100,0,3
22,34560,2100,1,3
25,30000,8000,0,3
22,40000,2100,0,2
25,44400,2100,0,4
22,30000,2500,0,3
23,45000,2100,0,4
22,52800,2100,0,2
22,60000,2100,0,2
22,60000,2100,0,2
25,30000,10000,0,2
24,54000,2100,1,4
22,30000,7000,0,3
25,80000,2100,0,4
23,87000,2100,0,2
24,79050,2100,1,4
26,110000,2100,0,2
23,30000,10000,0,3
26,43000,2125,0,3
22,17772,2150,0,4
26,57600,2150,1,3
22,28800,14000,1,2
21,30000,6400,0,3
21,30000,14000,1,2
24,30000,14000,1,2
24,30000,3075,0,4
22,30000,14000,1,4
23,30000,14000,1,3
22,32000,14000,1,2
22,30000,2000,0,4
22,32000,14000,1,3
26,32400,14000,1,4
24,32500,14000,1,2
22,34000,14000,1,4
24,30000,8000,0,2
22,37000,14000,1,2
26,37000,14000,1,4
23,37148,14000,1,3
21,37947,14000,1,2
22,39000,14000,1,3
26,39900,14000,1,3
22,40000,14000,1,4
24,40000,14000,1,2
22,40000,14000,1,3
24,34000,14000,1,2
24,30000,10000,0,3
21,30000,2000,0,4
23,30000,1000,0,4
22,30000,5000,0,3
24,34400,14000,1,3
24,30000,15250,0,3
22,41000,14000,1,3
22,41340,14000,1,3
21,12000,2200,1,3
21,15000,2200,0,4
25,15000,2200,0,2
21,16200,2200,1,2
24,22000,2200,0,3
23,24000,2200,0,4
23,26004,2200,1,2
25,27500,2200,0,4
22,27996,2200,1,2
21,35360,2200,0,2
25,38400,2200,0,3
23,30000,12000,0,3
23,39000,2200,0,4
23,39270,2200,0,2
24,30000,4500,0,4
26,30000,5000,0,4
22,46080,2200,0,2
22,55000,2200,0,4
23,30000,8000,0,2
25,30000,9000,0,4
23,75000,2200,0,4
21,52500,2225,0,3
25,30000,6000,0,2
23,16000,2250,0,4
24,29140,2250,0,4
26,42000,2250,0,4
23,14000,2300,1,2
25,25920,2300,0,4
22,30000,7000,0,2
26,30000,2300,0,2
21,34416,2300,0,2
26,36400,2300,0,2
25,62400,2300,0,3
22,30000,5000,0,2
23,78000,2300,0,2
23,30000,5000,0,4
22,30000,5000,0,4
26,14400,2350,1,4
25,44400,2350,0,3
24,12000,2400,1,2
26,30000,4000,0,3
23,13000,2400,1,3
24,13288,2400,1,2
24,30000,5000,1,2
25,30000,4000,0,2
25,15648,2400,0,4
26,16428,2400,0,4
24,16800,2400,1,4
26,30000,15000,0,2
23,30000,4500,0,3
26,18000,2400,1,2
24,30000,2400,0,2
22,30000,3200,0,4
21,18000,2400,0,2
22,18000,2400,0,3
22,30000,13750,0,4
24,20000,2400,1,2
22,30000,5500,0,3
22,21600,2400,1,4
23,21600,2400,1,4
22,21996,2400,0,4
22,30000,1750,0,4
23,22790,2400,0,4
25,22800,2400,0,4
22,30000,5000,0,4
23,23000,2400,0,3
21,24000,2400,0,3
26,25000,2400,1,3
23,30000,3000,0,3
24,25000,2400,0,4
22,25000,2400,0,4
21,26000,2400,1,4
21,26400,2400,0,2
22,26400,2400,1,3
22,27259,2400,0,2
25,28000,2400,0,3
24,28800,2400,1,4
21,30000,2400,1,2
21,30000,2400,1,2
24,30000,2400,0,4
25,30720,2400,0,3
23,30000,6500,0,4
23,30720,2400,1,4
22,32000,2400,0,3
22,32400,2400,0,3
22,32995,2400,0,4
26,30000,15000,0,2
22,35000,2400,0,2
25,35000,2400,0,3
23,30000,12000,0,4
21,37800,2400,0,3
23,40000,2400,0,3
25,40000,2400,0,3
24,30000,6000,0,3
25,30000,11500,0,4
22,40000,2400,0,2
23,30000,1000,0,2
21,34000,2400,1,4
24,41300,2400,0,2
22,41600,2400,0,2
24,30000,6000,0,2
26,30000,3500,0,4
25,30000,3000,0,4
22,30000,5000,1,4
26,30000,4000,0,4
25,30000,8000,0,4
21,30000,4750,1,2
22,43000,2400,0,4
22,37080,2400,1,3
25,44000,2400,0,4
23,44004,2400,0,4
24,30000,1000,0,2
22,45000,2400,0,4
26,46000,2400,0,4
23,47000,2400,0,4
22,30000,6600,0,4
23,48000,2400,0,4
23,30000,8000,1,3
23,48000,2400,0,3
24,48000,2400,0,4
23,49800,2400,0,2
25,52000,2400,0,4
22,30000,6950,0,4
24,54000,2400,0,3
26,54500,2400,0,3
23,56000,2400,0,3
22,57500,2400,0,3
25,60000,2400,0,3
24,54000,2400,1,4
26,54000,2400,1,2
21,30000,14000,0,4
25,63000,2400,0,4
23,63300,2400,0,4
22,66000,2400,0,2
26,67000,2400,0,2
26,70000,2400,0,3
24,30000,5000,0,2
24,95000,2400,0,3
25,95000,2400,0,2
26,95000,2400,0,3
25,87999,2400,1,4
23,36000,2425,0,4
26,16000,2450,1,2
22,24000,2450,0,2
21,10800,2500,1,2
21,12000,2500,1,4
21,12540,2500,1,2
24,12600,2500,1,2
23,95000,13600,0,2
24,31000,13500,1,4
21,38000,13500,1,3
22,43000,13500,1,3
23,45312,13500,0,3
26,30200,9200,0,2
25,30200,15000,0,2
23,51000,13500,0,2
23,30280,5800,0,2
22,30288,6000,0,2
22,30288,5000,1,3
24,30300,5000,0,2
25,53000,13500,0,3
24,57000,13500,0,2
24,57772,13500,0,2
25,60000,13500,0,2
22,68000,13500,0,4
24,68000,13500,0,2
26,71000,13500,0,3
26,77508,13500,0,2
25,30576,10000,0,4
26,100000,13500,0,3
26,185000,13500,0,3
23,35000,13475,1,3
23,30652,6000,1,2
23,29000,13475,1,4
23,29000,13450,1,3
24,35000,13400,1,3
26,38000,13400,1,2
25,30720,2000,0,2
22,50000,13350,1,2
24,33000,13300,1,4
24,39875,13300,1,4
23,54000,13275,0,2
25,24000,13250,1,2
23,30873,4200,0,4
22,30000,13250,1,3
22,33300,13250,1,4
26,37500,13250,1,3
23,38400,13250,1,4
26,40000,13250,1,2
25,40000,13250,1,3
26,35000,13225,1,3
22,40000,13225,1,2
23,30996,5000,0,2
24,30996,8000,0,3
22,31500,13200,1,4
23,44248,13200,0,2
25,46596,13200,0,4
24,60000,13200,0,4
22,60000,13200,0,3
26,31000,15000,1,4
26,54000,13200,1,2
22,62000,13200,0,4
21,31000,6000,0,4
24,72000,13200,0,3
23,75000,13200,0,4
25,76000,13200,0,4
25,31000,12000,0,3
21,31000,7500,0,4
26,80952,13200,0,4
24,71040,13100,0,2
24,31000,5000,0,2
25,31000,5200,0,4
25,31000,6000,0,2
24,135000,13050,0,3
21,24000,13000,1,3
24,31000,8000,0,4
21,24000,13000,1,2
24,31000,9000,1,4
25,31000,10000,0,4
26,28000,13000,1,3
25,28000,13000,1,3
26,28800,13000,1,2
25,31000,12250,1,3
22,30000,13000,1,3
21,31200,13000,1,2
26,33800,13000,1,4
26,34000,13000,1,2
25,35000,13000,1,2
24,36000,13000,1,4
22,31000,5000,0,4
24,36000,13000,1,3
26,31000,4000,0,2
22,31000,3000,0,3
23,30000,13000,1,2
22,36000,13000,1,4
23,31000,18500,0,4
24,37000,13000,1,4
23,31164,4500,0,2
23,38000,13000,1,4
23,38400,13000,1,3
25,38400,13000,1,3
26,31200,9250,0,2
22,39000,13000,1,4
25,40000,13000,1,3
24,40000,13000,1,3
25,31200,2400,1,4
21,40800,13000,1,2
22,31200,3200,0,2
26,36000,13000,1,4
21,42000,13000,1,3
22,43000,13000,0,4
22,37200,13000,1,2
23,44000,13000,0,2
23,44100,13000,0,4
24,39000,13000,1,4
23,31200,7550,0,4
24,46000,13000,0,3
25,31200,11200,0,2
24,46540,13000,0,2
25,31200,6000,0,4
22,48000,13000,0,2
22,31200,2000,0,3
26,48000,13000,0,3
